id,system,source_name,concept,size_cm,exam_name,teach
FJ1971,arterial,Left superior epigastric artery,left superior epigastric artery,16.6,,
FJ1936,arterial,Right superior epigastric artery,right superior epigastric artery,16.6,,
FJ1970,arterial,Left superior intercostal artery,left superior intercostal artery,1.2,,
FJ1935,arterial,Right superior intercostal artery,right superior intercostal artery,1.2,,
FJ1986,venous,Left superior intercostal vein,left superior intercostal vein,5.3,,
FJ1991,venous,Right superior intercostal vein,right superior intercostal vein,7.3,,
FJ2898,arterial,Superior lingular artery,superior lingular artery,6.7,,
FJ2899,arterial,Superior lingular artery,superior lingular artery,1.0,,
FJ2900,arterial,Superior lingular artery,superior lingular artery,2.4,,
FJ2901,arterial,Superior lingular artery,superior lingular artery,1.0,,
FJ2476,respiratory,Superior lingular bronchial tree,superior lingular bronchial tree,2.3,,
FJ2477,respiratory,Superior lingular bronchial tree,superior lingular bronchial tree,1.0,,
FJ2478,respiratory,Superior lingular bronchial tree,superior lingular bronchial tree,0.9,,
FJ2540,respiratory,Superior lingular bronchial tree,superior lingular bronchial tree,4.3,,
FJ2937,venous,Superior lingular vein,superior lingular vein,6.1,,
FJ2938,venous,Superior lingular vein,superior lingular vein,4.1,,
Z_Superior_lobe_of_left_lung,respiratory,Superior lobe of left lung,superior lobe of left lung,21.1,,
Z_Superior_lobe_of_right_lung,respiratory,Superior lobe of right lung,superior lobe of right lung,15.6,,
FJ1928,arterial,Superior mesenteric artery,superior mesenteric artery,14.5,,
FJ2011,arterial,Superior mesenteric artery,superior mesenteric artery,14.5,,
FJ3647,venous,Superior mesenteric vein,superior mesenteric vein,15.7,,
FJ3030,venous,Superior part of medial segmental vein,superior part of medial segmental vein,7.6,,
FJ3027,venous,Superior part of right anterior segmental vein,superior part of right anterior segmental vein,2.6,,
FJ2747,respiratory,Left superior pharyngeal constrictor,left superior pharyngeal constrictor,5.4,,
FJ2759,respiratory,Right superior pharyngeal constrictor,right superior pharyngeal constrictor,5.4,,
FJ3648,venous,Superior phrenic vein,superior phrenic vein,8.8,,
FJ3649,venous,Superior phrenic vein,superior phrenic vein,4.5,,
FJ3650,venous,Superior phrenic vein,superior phrenic vein,7.2,,
FJ3651,venous,Superior phrenic vein,superior phrenic vein,5.5,,
FJ3652,venous,Superior phrenic vein,superior phrenic vein,12.3,,
FJ3653,venous,Superior phrenic vein,superior phrenic vein,14.6,,
FJ3654,venous,Superior phrenic vein,superior phrenic vein,8.7,,
FJ2925,venous,Left superior pulmonary vein,superior pulmonary vein,2.2,,
FJ2933,venous,Left superior pulmonary vein,superior pulmonary vein,4.8,,
FJ3020,venous,Right superior pulmonary vein,superior pulmonary vein,2.7,,
FJ2888,arterial,Left superior segmental artery,superior segmental artery,3.6,,
FJ2889,arterial,Left superior segmental artery,superior segmental artery,1.1,,
FJ2890,arterial,Left superior segmental artery,superior segmental artery,2.1,,
FJ2891,arterial,Left superior segmental artery,superior segmental artery,4.1,,
FJ2893,arterial,Left superior segmental artery,superior segmental artery,1.6,,
FJ2894,arterial,Left superior segmental artery,superior segmental artery,3.0,,
FJ2895,arterial,Left superior segmental artery,superior segmental artery,2.3,,
FJ2052,arterial,Superior segmental branch of left renal artery,superior segmental branch of left renal artery,4.2,,
FJ2042,arterial,Superior segmental branch of right renal artery,superior segmental branch of right renal artery,4.3,,
FJ2448,respiratory,Left superior segmental bronchial tree,left superior segmental bronchial tree,5.2,,
FJ2479,respiratory,Left superior segmental bronchial tree,left superior segmental bronchial tree,2.9,,
FJ2480,respiratory,Left superior segmental bronchial tree,left superior segmental bronchial tree,2.1,,
FJ2482,respiratory,Left superior segmental bronchial tree,left superior segmental bronchial tree,2.2,,
FJ2483,respiratory,Left superior segmental bronchial tree,left superior segmental bronchial tree,1.5,,
FJ2484,respiratory,Left superior segmental bronchial tree,left superior segmental bronchial tree,2.3,,
FJ2485,respiratory,Left superior segmental bronchial tree,left superior segmental bronchial tree,1.3,,
FJ2459,respiratory,Right superior segmental bronchial tree,right superior segmental bronchial tree,6.7,,
FJ2495,respiratory,Right superior segmental bronchial tree,right superior segmental bronchial tree,2.0,,
FJ2496,respiratory,Right superior segmental bronchial tree,right superior segmental bronchial tree,4.5,,
FJ2497,respiratory,Right superior segmental bronchial tree,right superior segmental bronchial tree,1.1,,
FJ2498,respiratory,Right superior segmental bronchial tree,right superior segmental bronchial tree,1.7,,
FJ2499,respiratory,Right superior segmental bronchial tree,right superior segmental bronchial tree,3.9,,
FJ2500,respiratory,Right superior segmental bronchial tree,right superior segmental bronchial tree,1.0,,
FJ2501,respiratory,Right superior segmental bronchial tree,right superior segmental bronchial tree,1.8,,
FJ2502,respiratory,Right superior segmental bronchial tree,right superior segmental bronchial tree,1.3,,
FJ3050,venous,Right superior segmental vein,superior segmental vein,9.0,,
FJ3051,venous,Right superior segmental vein,superior segmental vein,5.2,,
FJ3052,venous,Right superior segmental vein,superior segmental vein,1.0,,
FJ3063,venous,Right superior segmental vein,superior segmental vein,1.7,,
FJ3065,venous,Right superior segmental vein,superior segmental vein,2.0,,
FJ3066,venous,Right superior segmental vein,superior segmental vein,2.1,,
FJ2374,arterial,Left superior ulnar collateral artery,left superior ulnar collateral artery,8.2,,
FJ2373,arterial,Right superior ulnar collateral artery,right superior ulnar collateral artery,8.2,,
FJ3645,venous,Superior vena cava,superior vena cava,3.5,,
FJ3480,venous,Left suprarenal vein,left suprarenal vein,6.5,,
FJ3580,venous,Right suprarenal vein,right suprarenal vein,4.9,,
FJ2251,arterial,Left suprascapular artery,left suprascapular artery,9.7,,
FJ2303,arterial,Right suprascapular artery,right suprascapular artery,9.7,,
FJ2250,venous,Left suprascapular vein,left suprascapular vein,7.6,,
FJ2302,venous,Right suprascapular vein,right suprascapular vein,7.6,,
FJ3225,skeletal,Left tenth rib,left tenth rib,13.6,,
FJ3330,skeletal,Right tenth rib,right tenth rib,13.6,,
FJ3154,skeletal,Tenth thoracic vertebra,tenth thoracic vertebra,7.6,,
FJ3245,skeletal,Left third costal cartilage,left third costal cartilage,3.8,,
FJ3337,skeletal,Right third costal cartilage,right third costal cartilage,3.8,,
FJ3230,skeletal,Left third rib,left third rib,14.2,,
FJ3338,skeletal,Right third rib,right third rib,14.2,,
FJ2641,arterial,Third right anterior branch of anterior interventricular branch of left coronary artery,third right anterior branch of anterior interventricular branch of left coronary artery,2.4,,
FJ2647,arterial,Third right anterior branch of anterior interventricular branch of left coronary artery,third right anterior branch of anterior interventricular branch of left coronary artery,0.9,,
FJ3163,skeletal,Third thoracic vertebra,third thoracic vertebra,7.5,,
FJ2253,arterial,Left thoracodorsal artery,left thoracodorsal artery,8.0,,
FJ2305,arterial,Right thoracodorsal artery,right thoracodorsal artery,8.0,,
FJ2254,venous,Left thoracodorsal vein,left thoracodorsal vein,10.2,,
FJ2306,venous,Right thoracodorsal vein,right thoracodorsal vein,10.2,,
FJ2255,arterial,Left thyrocervical trunk,left thyrocervical trunk,0.6,,
FJ2307,arterial,Right thyrocervical trunk,right thyrocervical trunk,0.6,,
FJ2541,respiratory,Trachea,trachea,11.0,,
FJ2257,arterial,Left transverse cervical artery,transverse cervical artery,2.0,,
FJ2309,arterial,Right transverse cervical artery,transverse cervical artery,2.0,,
FJ1867,venous,Tributary of middle hepatic vein,tributary of middle hepatic vein,4.1,,
FJ2631,arterial,Trunk of anterior interventricular branch of left coronary artery,trunk of anterior interventricular branch of left coronary artery,7.8,,
FJ3432,arterial,Trunk of gastroduodenal artery,gastroduodenal artery,1.3,,
FJ2737,arterial,Trunk of left coronary artery,trunk of left coronary artery,1.1,,
FJ3095,arterial,Trunk of left hepatic artery,trunk of left hepatic artery,2.7,,
FJ3102,venous,Trunk of left portal vein,trunk of left portal vein,3.4,,
FJ3476,arterial,Trunk of left renal artery,trunk of left renal artery,3.5,,
FJ2252,arterial,Trunk of left thoraco-acromial artery,trunk of left thoraco-acromial artery,1.3,,
FJ3031,venous,Trunk of right apical segmental vein,trunk of right apical segmental vein,4.2,,
FJ2723,arterial,Trunk of right coronary artery,trunk of right coronary artery,7.3,,
FJ3117,arterial,Trunk of right hepatic artery,trunk of right hepatic artery,1.2,,
FJ3122,venous,Trunk of right portal vein,trunk of right portal vein,1.4,,
FJ3576,arterial,Trunk of right renal artery,trunk of right renal artery,5.3,,
FJ2304,arterial,Trunk of right thoraco-acromial artery,trunk of right thoraco-acromial artery,1.3,,
FJ3644,arterial,Trunk of superior mesenteric artery,trunk of superior mesenteric artery,14.5,,
FJ3227,skeletal,Left twelfth rib,left twelfth rib,7.8,,
FJ3332,skeletal,Right twelfth rib,right twelfth rib,7.8,,
FJ3156,skeletal,Twelfth thoracic vertebra,twelfth thoracic vertebra,7.9,,
FJ2973,arterial,Right upper lobar artery,lobar artery,4.9,,
FJ3481,arterial,Ureteric segment of left renal artery,ureteric segment of left renal artery,6.9,,
FJ3581,arterial,Ureteric segment of right renal artery,ureteric segment of right renal artery,3.9,,
FJ3582,arterial,Ureteric segment of right renal artery,ureteric segment of right renal artery,3.4,,
FJ2438,cardiac,Wall of left atrium,wall of left atrium,8.6,,
FJ2439,cardiac,Wall of right atrium,wall of right side of heart,9.6,,
FJ2428,cardiac,Wall of ventricle,wall of ventricle,10.2,,
